user_nickname,last_celeb_chat_date,first_celeb_chat_date,celeb_chat_period,celeb_chat_week,celeb_chat_count,avg_celeb_chat,last_week_celeb_chat_count,celeb_chat_length,celeb_chat_avg_len,churn,celeb_joinus_date,celeb_type,last_fan_chat_date,first_fan_chat_date,fan_chat_period,fan_chat_week,fan_chat_count,avg_fan_chat,last_week_fan_chat_count,sticker_count,Total_sticker_sales,avg_sticker_price,churn_proba
안녕란나아아,2022-12-16,2022-12-16,1,1,1,1.0,1,2.0,2.0,1,2022-12-16,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380282448234917
알라미,2022-12-24,2022-11-27,28,4,46,11.5,8,708.0,15.391304347826088,1,2022-11-27,churn_customer,2022-12-24,2022-11-27,28.0,4.0,58.0,14.5,8.0,0.0,0.0,0.0,0.8955602656413231
앙쟈,2023-01-16,2022-09-06,133,19,9933,522.79,1040,141791.0,14.274740763112856,0,before 2022-09-04,long_term,2023-01-20,2022-09-06,137.0,20.0,12109.0,605.45,622.0,23.0,763.0,33.2,0.10834378705285379
애순이,2023-01-20,2022-09-04,139,20,4267,213.35,164,53020.0,12.42559175064448,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,10553.0,527.65,310.0,6.0,3030.0,505.0,0.005376183752174493
애츄,2023-01-20,2022-11-17,65,10,577,57.7,92,22234.0,38.53379549393414,0,2022-11-17,mid_term,2023-01-20,2022-11-17,65.0,10.0,1106.0,110.6,153.0,0.0,0.0,0.0,0.1530652966051066
야로퀸,2023-01-09,2022-09-15,117,17,185,10.88,25,3227.0,17.443243243243245,1,before 2022-09-04,churn_customer,2023-01-09,2022-09-05,127.0,19.0,319.0,16.79,37.0,0.0,0.0,0.0,0.39129936339742644
양이서,2023-01-16,2022-12-22,26,4,17,4.25,8,289.0,17.0,0,2022-12-21,new_customer,2023-01-17,2022-12-22,27.0,4.0,21.0,5.25,9.0,0.0,0.0,0.0,0.22138858754542035
양파지니,2023-01-20,2023-01-15,6,1,15,15.0,15,143.0,9.533333333333331,0,before 2022-09-04,new_customer,2023-01-20,2023-01-15,6.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.6290910768229663
양핼,2022-12-15,2022-12-01,15,3,93,31.0,40,2499.0,26.870967741935484,1,before 2022-09-04,churn_customer,2022-12-16,2022-09-04,104.0,15.0,835.0,55.67,60.0,0.0,0.0,0.0,0.7949334567292604
어뮤저,2023-01-13,2022-10-17,89,13,114,8.77,1,1590.0,13.947368421052632,0,before 2022-09-04,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047338950803625
어써미,2022-12-23,2022-09-04,111,16,13,0.81,1,128.0,9.846153846153848,1,before 2022-09-04,churn_customer,2022-11-18,2022-10-28,22.0,4.0,6.0,1.5,4.0,0.0,0.0,0.0,0.9735759282075621
얼라리,2022-12-22,2022-10-06,78,12,94,7.83,19,4637.0,49.32978723404256,1,2022-10-06,churn_customer,2023-01-17,2022-10-06,104.0,15.0,365.0,24.33,2.0,0.0,0.0,0.0,0.9168103789823764
에그롤,2022-12-01,2022-10-30,33,5,60,12.0,1,958.0,15.966666666666669,1,before 2022-09-04,churn_customer,2022-12-01,2022-10-30,33.0,5.0,89.0,17.8,2.0,0.0,0.0,0.0,0.9738086774750846
에드거_블린,2022-10-06,2022-09-21,16,3,12,4.0,2,165.0,13.75,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654001063571864
에르뮤,2023-01-15,2022-10-21,87,13,84,6.46,9,1615.0,19.226190476190474,0,2022-10-19,mid_term,2023-01-15,2022-10-19,89.0,13.0,195.0,15.0,25.0,0.0,0.0,0.0,0.10603891156379767
엔쥬,2023-01-09,2022-11-11,60,9,15,1.67,1,271.0,18.066666666666663,1,before 2022-09-04,churn_customer,2023-01-18,2022-11-08,72.0,11.0,24.0,2.18,1.0,0.0,0.0,0.0,0.9813776057654832
엘프레다,2023-01-07,2022-09-05,125,18,112,6.22,1,3608.0,32.214285714285715,1,before 2022-09-04,churn_customer,2023-01-08,2022-10-26,75.0,11.0,29.0,2.64,2.0,7.0,1700.0,242.9,0.8954343285610242
여니린,2022-10-24,2022-10-24,1,1,1,1.0,1,2.0,2.0,1,before 2022-09-04,churn_customer,2022-10-24,2022-10-24,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9470994355428719
연하랑 _,2022-10-05,2022-09-28,8,2,19,9.5,11,313.0,16.473684210526315,1,before 2022-09-04,churn_customer,2022-10-12,2022-10-12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9466882139205166
연하랑_,2022-11-19,2022-11-19,1,1,6,6.0,6,180.0,30.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9439542259831505
연하린,2022-11-14,2022-11-14,1,1,1,1.0,1,4.0,4.0,1,before 2022-09-04,churn_customer,2022-11-14,2022-11-14,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9630870177454035
열밍,2023-01-18,2022-09-16,125,18,5696,316.44,186,109575.0,19.237183988764045,0,before 2022-09-04,long_term,2023-01-20,2022-09-16,127.0,19.0,10288.0,541.47,298.0,6.0,870.0,145.0,0.008835343281117005
영실_,2023-01-20,2022-10-03,110,16,317,19.81,13,7875.0,24.8422712933754,0,2022-10-01,long_term,2023-01-19,2022-10-03,109.0,16.0,626.0,39.12,32.0,0.0,0.0,0.0,0.07679403906071824
예꿍,2022-10-13,2022-09-04,40,6,480,80.0,12,9542.0,19.879166666666663,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730172923148699
예지니당,2022-11-23,2022-11-12,12,2,18,9.0,6,188.0,10.444444444444445,1,2022-11-12,churn_customer,2022-11-19,2022-11-12,8.0,2.0,11.0,5.5,1.0,0.0,0.0,0.0,0.9951875960719463
예콩_,2023-01-20,2022-09-13,130,19,2298,120.95,106,39888.0,17.357702349869452,0,before 2022-09-04,long_term,2023-01-20,2022-09-13,130.0,19.0,3168.0,166.74,84.0,25.0,433.0,17.3,0.003247406821234507
옐링,2023-01-19,2022-09-04,138,20,146,7.3,4,8925.0,61.13013698630137,0,before 2022-09-04,long_term,2023-01-19,2022-09-04,138.0,20.0,170.0,8.5,4.0,0.0,0.0,0.0,0.06697905080232894
오늘내일자매,2022-10-28,2022-09-09,50,8,173,21.62,88,3475.0,20.08670520231214,1,before 2022-09-04,churn_customer,2022-11-02,2022-09-04,60.0,9.0,149.0,16.56,14.0,0.0,0.0,0.0,0.8493325208551274
오디르,2023-01-20,2022-09-05,138,20,108,5.4,2,3147.0,29.13888888888889,0,before 2022-09-04,long_term,,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.3366501714227386
오리봇_,2022-11-23,2022-11-09,15,3,3,1.0,2,16.0,5.333333333333333,1,2022-11-09,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9687146960521309
오분이,2023-01-19,2022-09-25,117,17,198,11.65,14,12430.0,62.77777777777778,0,before 2022-09-04,long_term,2023-01-19,2022-09-25,117.0,17.0,213.0,12.53,14.0,0.0,0.0,0.0,0.1386269956295156
오현민,2023-01-03,2022-09-08,118,17,53,3.12,9,667.0,12.58490566037736,1,before 2022-09-04,churn_customer,2023-01-20,2022-09-06,137.0,20.0,131.0,6.55,2.0,0.0,0.0,0.0,0.9242329837709364
온_ON,2023-01-19,2022-12-22,29,5,369,73.8,49,4244.0,11.501355013550135,0,before 2022-09-04,new_customer,2023-01-20,2022-09-04,139.0,20.0,1473.0,73.65,32.0,0.0,0.0,0.0,0.05189735712801749
온울,2023-01-20,2022-09-07,136,20,1488,74.4,61,24175.0,16.246639784946236,0,before 2022-09-04,long_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15200105171855996
와사비___,2022-10-11,2022-09-04,38,6,26,4.33,1,440.0,16.923076923076923,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892508203542498
와혜인이다,2022-11-05,2022-09-04,63,9,259,28.78,3,3624.0,13.992277992277993,1,before 2022-09-04,churn_customer,2022-10-22,2022-09-04,49.0,7.0,202.0,28.86,7.0,0.0,0.0,0.0,0.8335645363628497
왕군,2023-01-19,2022-10-06,106,16,1850,115.62,62,32139.0,17.372432432432433,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,3163.0,158.15,117.0,12.0,205.0,17.1,0.0024787609732706134
왕자다,2022-11-11,2022-09-04,69,10,764,76.4,23,11663.0,15.265706806282722,1,before 2022-09-04,churn_customer,2022-11-11,2022-09-04,69.0,10.0,861.0,86.1,13.0,0.0,0.0,0.0,0.8760683150572911
왕자룡,2023-01-20,2022-12-31,21,3,453,151.0,106,3376.0,7.452538631346578,0,2022-12-31,new_customer,2023-01-20,2022-12-31,21.0,3.0,474.0,158.0,123.0,0.0,0.0,0.0,0.05576784186479525
요디딛,2023-01-20,2022-10-22,91,13,1055,81.15,76,18494.0,17.529857819905214,0,before 2022-09-04,mid_term,2023-01-20,2022-09-04,139.0,20.0,1700.0,85.0,87.0,0.0,0.0,0.0,0.04797708199301478
우모,2023-01-20,2022-12-22,30,5,73,14.6,9,2406.0,32.95890410958904,0,2022-12-21,new_customer,2023-01-20,2022-12-22,30.0,5.0,241.0,48.2,21.0,0.0,0.0,0.0,0.07975760544056025
우아아ㅇㅇㅇ,2023-01-09,2022-09-04,128,19,32,1.68,3,2631.0,82.21875,1,before 2022-09-04,churn_customer,2023-01-09,2022-09-04,128.0,19.0,47.0,2.47,3.0,0.0,0.0,0.0,0.9128488144818216
우우우우우우주,2022-12-26,2022-12-26,1,1,6,6.0,6,64.0,10.666666666666666,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,7.0,816.0,116.6,0.9706738730939906
우우우주,2023-01-09,2022-10-03,99,15,103,6.87,4,1241.0,12.048543689320388,1,before 2022-09-04,churn_customer,2022-10-13,2022-10-04,10.0,2.0,14.0,7.0,3.0,0.0,0.0,0.0,0.8973895446171408
우츄,2022-11-06,2022-11-06,1,1,2,2.0,2,9.0,4.5,1,2022-11-06,churn_customer,2022-11-28,2022-11-06,23.0,4.0,2.0,0.5,1.0,0.0,0.0,0.0,0.9564416000007634
우히힛,2023-01-15,2022-09-11,127,19,200,10.53,2,4959.0,24.795,0,before 2022-09-04,long_term,2023-01-18,2022-09-11,130.0,19.0,427.0,22.47,6.0,0.0,0.0,0.0,0.3062332401565249
위즐리어카,2023-01-18,2023-01-12,7,1,66,66.0,66,3399.0,51.5,0,2023-01-12,new_customer,2023-01-17,2023-01-12,6.0,1.0,120.0,120.0,120.0,0.0,0.0,0.0,0.2725559596258431
위칭,2023-01-20,2022-09-04,139,20,2476,123.8,138,44030.0,17.7827140549273,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,4502.0,225.1,250.0,213.0,12312.0,57.8,0.0030388568838043664
위티,2023-01-19,2022-09-09,133,19,6840,360.0,486,124229.0,18.162134502923976,0,before 2022-09-04,long_term,2023-01-20,2022-09-09,134.0,20.0,8592.0,429.6,393.0,7.0,273.0,39.0,0.06557182043649165
유 앤🌸,2022-12-28,2022-09-04,116,17,15377,904.53,1,295683.0,19.228913312089485,1,before 2022-09-04,churn_customer,2023-01-20,2022-09-04,139.0,20.0,46980.0,2349.0,94.0,217.0,2746.0,12.7,0.6548597968809086
유가영,2022-11-27,2022-09-27,62,9,44,4.89,28,1027.0,23.34090909090909,1,before 2022-09-04,churn_customer,2023-01-01,2022-09-04,120.0,18.0,127.0,7.06,2.0,0.0,0.0,0.0,0.9339686807315848
유나몽의블루베리,2022-11-22,2022-09-09,75,11,2313,210.27,117,31301.0,13.53264159100735,1,before 2022-09-04,churn_customer,2022-12-07,2022-09-04,95.0,14.0,2024.0,144.57,2.0,0.0,0.0,0.0,0.9543045437563812
유다이,2023-01-04,2022-12-07,29,5,3,0.6,1,8.0,2.6666666666666665,1,2022-11-17,churn_customer,2023-01-04,2022-12-06,30.0,5.0,4.0,0.8,1.0,0.0,0.0,0.0,0.9711201033238359
유다히__,2023-01-16,2022-10-13,96,14,452,32.29,4,8759.0,19.3783185840708,0,before 2022-09-04,mid_term,2023-01-20,2022-09-04,139.0,20.0,1957.0,97.85,8.0,25.0,3314.0,132.6,0.13025120041463437
유리보,2022-10-01,2022-09-29,3,1,15,15.0,15,101.0,6.733333333333333,1,before 2022-09-04,churn_customer,2022-10-01,2022-09-29,3.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.8251598962329756
유메아,2023-01-20,2022-09-04,139,20,14709,735.45,342,231761.0,15.756407641579983,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,27424.0,1371.2,816.0,0.0,0.0,0.0,0.07395889977435006
유보미,2023-01-02,2022-09-04,121,18,397,22.06,4,8358.0,21.052896725440807,1,before 2022-09-04,churn_customer,2023-01-01,2022-09-04,120.0,18.0,426.0,23.67,8.0,0.0,0.0,0.0,0.7420087125050714
유빈입니다,2022-12-04,2022-12-04,1,1,1,1.0,1,1.0,1.0,1,2022-12-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380282448234917
유앵,2023-01-19,2023-01-15,5,1,32,32.0,32,460.0,14.375,0,before 2022-09-04,new_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500636121423337
유온_,2022-10-30,2022-10-30,1,1,1,1.0,1,3.0,3.0,1,2022-10-30,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380282448234917
유완설,2023-01-20,2022-09-04,139,20,936,46.8,15,14917.0,15.936965811965813,0,before 2022-09-04,long_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11932946587347415
유은_,2023-01-20,2022-09-04,139,20,4287,214.35,122,73219.0,17.079309540471193,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,14355.0,717.75,527.0,56.0,5690.0,101.6,0.002054764024228817
유일,2022-10-17,2022-10-09,9,2,133,66.5,77,1873.0,14.082706766917294,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7848046036497514
유일님_,2022-12-10,2022-10-20,52,8,73,9.12,3,1245.0,17.054794520547944,1,before 2022-09-04,churn_customer,2023-01-03,2022-10-09,87.0,13.0,338.0,26.0,1.0,0.0,0.0,0.0,0.9661921495135556
유잼이,2022-12-18,2022-12-18,1,1,4,4.0,4,61.0,15.25,1,before 2022-09-04,churn_customer,2023-01-15,2022-10-13,95.0,14.0,24.0,1.71,2.0,0.0,0.0,0.0,0.9883258691379463
유키냥,2023-01-20,2022-09-04,139,20,2158,107.9,26,52916.0,24.520852641334567,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,5859.0,292.95,117.0,1.0,50.0,50.0,0.00820372592989213
윤개굴이,2023-01-19,2022-09-07,135,20,1900,95.0,16,53502.0,28.158947368421053,0,before 2022-09-04,long_term,2023-01-20,2022-09-07,136.0,20.0,6021.0,301.05,122.0,3.0,70.0,23.3,0.011973538601128667
윤우리,2023-01-20,2023-01-02,19,3,2107,702.33,592,30906.0,14.668248694826769,0,2023-01-02,new_customer,2023-01-20,2023-01-02,19.0,3.0,2563.0,854.33,583.0,23.0,41.0,1.8,0.14005863301836194
윤이샘,2023-01-07,2022-10-21,79,12,689,57.42,18,20884.0,30.310595065312047,1,2022-10-21,churn_customer,2023-01-20,2022-10-21,92.0,14.0,11081.0,791.5,121.0,329.0,9202.0,28.0,0.852020453103315
윤하빈,2023-01-19,2022-12-15,36,6,319,53.17,5,2861.0,8.968652037617554,0,2022-12-15,mid_term,2023-01-20,2022-12-15,37.0,6.0,777.0,129.5,31.0,0.0,0.0,0.0,0.1487595024272018
윰로로,2023-01-20,2022-09-04,139,20,2123,106.15,63,37896.0,17.850211964201602,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,4956.0,247.8,100.0,0.0,0.0,0.0,0.0023148737912119135
은식.,2023-01-20,2022-10-04,109,16,3677,229.81,116,40842.0,11.107424530867554,0,before 2022-09-04,long_term,2022-12-26,2022-09-25,93.0,14.0,7.0,0.5,2.0,0.0,0.0,0.0,0.06869362421124553
은식c,2022-09-25,2022-09-25,1,1,1,1.0,1,1.0,1.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380282448234917
은식m,2022-09-25,2022-09-25,1,1,2,2.0,2,6.0,3.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927573685715642
은유,2022-10-25,2022-10-25,1,1,3,3.0,3,28.0,9.333333333333334,1,2022-10-25,churn_customer,2022-10-25,2022-10-25,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.9814758999386565
은정,2022-12-12,2022-12-12,1,1,36,36.0,36,596.0,16.555555555555557,1,2022-12-12,churn_customer,2022-12-12,2022-12-12,1.0,1.0,37.0,37.0,37.0,0.0,0.0,0.0,0.8179886305202461
은하윤,2023-01-20,2022-12-30,22,4,2096,524.0,543,30907.0,14.745706106870228,0,2022-12-30,new_customer,2023-01-20,2022-12-30,22.0,4.0,4147.0,1036.75,1040.0,0.0,0.0,0.0,0.1783588815332132
이귤락_,2022-10-14,2022-09-05,40,6,10,1.67,4,94.0,9.4,1,before 2022-09-04,churn_customer,2022-10-18,2022-09-04,45.0,7.0,24.0,3.43,5.0,0.0,0.0,0.0,0.934872053799754
이도홈,2023-01-20,2022-09-09,134,20,428,21.4,24,5546.0,12.957943925233645,0,before 2022-09-04,long_term,2023-01-17,2022-09-04,136.0,20.0,612.0,30.6,68.0,0.0,0.0,0.0,0.0720976411912901
이루리,2023-01-19,2022-09-08,134,20,199,9.95,6,11580.0,58.19095477386934,0,before 2022-09-04,long_term,2023-01-19,2022-09-08,134.0,20.0,396.0,19.8,14.0,0.0,0.0,0.0,0.046083481446770394
이무진,2023-01-02,2023-01-01,2,1,5,5.0,5,170.0,34.0,1,2023-01-01,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444902435519232
이미나리,2023-01-06,2022-09-30,99,15,43,2.87,1,447.0,10.395348837209305,1,before 2022-09-04,churn_customer,2022-10-10,2022-09-09,32.0,5.0,14.0,2.8,1.0,0.0,0.0,0.0,0.9859268893745068
이산타,2022-12-27,2022-10-25,64,10,81,8.1,2,1318.0,16.271604938271604,1,2022-10-24,churn_customer,2022-12-27,2022-10-25,64.0,10.0,99.0,9.9,1.0,1.0,20.0,20.0,0.9520917595425421
이서이,2022-10-10,2022-09-27,14,2,30,15.0,9,855.0,28.5,1,before 2022-09-04,churn_customer,2022-10-10,2022-09-28,13.0,2.0,20.0,10.0,9.0,0.0,0.0,0.0,0.9786710794920792
이솝,2023-01-20,2022-09-04,139,20,4219,210.95,194,174080.0,41.26096231334439,0,before 2022-09-04,long_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263782539774537
이수얌,2022-10-12,2022-09-09,34,5,25,5.0,1,2159.0,86.36,1,before 2022-09-04,churn_customer,2022-10-03,2022-09-08,26.0,4.0,62.0,15.5,2.0,0.0,0.0,0.0,0.9772302535026668
이순정,2022-12-24,2022-12-07,18,3,38,12.67,18,318.0,8.368421052631579,1,before 2022-09-04,churn_customer,2023-01-16,2022-12-07,41.0,6.0,70.0,11.67,1.0,0.0,0.0,0.0,0.9942689578074891
이아깽,2023-01-20,2022-12-05,47,7,697,99.57,197,13707.0,19.66571018651363,0,2022-10-23,mid_term,2023-01-20,2022-12-05,47.0,7.0,1480.0,211.43,380.0,0.0,0.0,0.0,0.16523320958301912
이야,2022-09-21,2022-09-21,1,1,4,4.0,4,116.0,29.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,3.0,50.0,16.7,0.9275358296080048
이쥬짱,2023-01-20,2022-09-12,131,19,1861,97.95,33,61353.0,32.9677592692101,0,before 2022-09-04,long_term,2023-01-20,2022-09-12,131.0,19.0,3125.0,164.47,31.0,0.0,0.0,0.0,0.06806255405464215
이쥬찡,2023-01-20,2022-09-20,123,18,1409,78.28,105,22527.0,15.987934705464868,0,before 2022-09-04,long_term,2023-01-20,2022-09-20,123.0,18.0,2108.0,117.11,178.0,0.0,0.0,0.0,0.027926344566135682
이지각,2023-01-20,2022-12-09,43,7,1513,216.14,305,24721.0,16.339061467283543,0,2022-12-09,mid_term,2023-01-20,2022-12-09,43.0,7.0,2135.0,305.0,386.0,2.0,20.0,10.0,0.0459882979760582
이쿠오_,2023-01-20,2022-09-04,139,20,5933,296.65,194,88642.0,14.94050227540873,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,13399.0,669.95,499.0,12.0,1833.0,152.8,0.014372775113071511
인아빵,2022-12-24,2022-11-04,51,8,11209,1401.12,885,110909.0,9.894638237130875,1,2022-11-04,churn_customer,2022-12-26,2022-11-04,53.0,8.0,18290.0,2286.25,679.0,1.0,30.0,30.0,0.7455694158988777
일루전하트,2022-11-17,2022-10-08,41,6,174,29.0,12,1197.0,6.879310344827586,1,2022-10-08,churn_customer,2022-12-02,2022-10-08,56.0,8.0,183.0,22.88,1.0,0.0,0.0,0.0,0.9791608123402739
일일,2023-01-20,2023-01-01,20,3,108,36.0,32,3236.0,29.96296296296296,0,2023-01-01,new_customer,2023-01-20,2023-01-01,20.0,3.0,222.0,74.0,70.0,0.0,0.0,0.0,0.19812064570912685
일하는용형,2022-12-18,2022-12-05,14,2,11,5.5,4,61.0,5.545454545454546,1,2022-12-05,churn_customer,2022-12-23,2022-12-05,19.0,3.0,25.0,8.33,7.0,0.0,0.0,0.0,0.9053600946651349
임건우,2022-11-20,2022-11-20,1,1,1,1.0,1,24.0,24.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564196326464558
임선비,2022-12-26,2022-09-08,110,16,41,2.56,2,1769.0,43.14634146341464,1,before 2022-09-04,churn_customer,2023-01-20,2022-09-04,139.0,20.0,793.0,39.65,5.0,3.0,300.0,100.0,0.8339961082196847
잉금👑,2022-11-29,2022-11-29,1,1,2,2.0,2,17.0,8.5,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718837014033617
잉싸,2022-12-01,2022-09-15,78,12,177,14.75,24,5960.0,33.67231638418079,1,before 2022-09-04,churn_customer,2023-01-19,2022-09-15,127.0,19.0,758.0,39.89,48.0,0.0,0.0,0.0,0.6653395190303242
잠옷냥,2022-09-19,2022-09-15,5,1,8,8.0,8,52.0,6.5,1,before 2022-09-04,churn_customer,2022-09-19,2022-09-15,5.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.8532840876394829
장장고,2023-01-03,2022-12-17,18,3,321,107.0,1,2516.0,7.838006230529595,1,2022-12-17,churn_customer,2023-01-19,2022-12-17,34.0,5.0,977.0,195.4,4.0,1.0,10.0,10.0,0.9203343297340207
재미있다ㅎ (jaemi_fun),2023-01-18,2022-12-23,27,4,45,11.25,9,1357.0,30.155555555555555,0,before 2022-09-04,new_customer,2023-01-20,2022-09-04,139.0,20.0,395.0,19.75,8.0,0.0,0.0,0.0,0.2365023861048576
재준,2022-11-30,2022-10-14,48,7,50,7.14,3,880.0,17.6,1,2022-10-14,churn_customer,2022-12-18,2022-10-15,65.0,10.0,285.0,28.5,4.0,4.0,80.0,20.0,0.9506799285804943
전자파요정,2022-11-16,2022-11-16,1,1,1,1.0,1,4.0,4.0,1,before 2022-09-04,churn_customer,2023-01-20,2022-09-07,136.0,20.0,3.0,0.15,1.0,0.0,0.0,0.0,0.9636308720163422
정그람,2022-09-29,2022-09-13,17,3,39,13.0,5,511.0,13.102564102564102,1,before 2022-09-04,churn_customer,2022-10-12,2022-09-13,30.0,5.0,72.0,14.4,1.0,5.0,145.0,29.0,0.9948930097312898
정다별이,2022-12-17,2022-09-04,105,15,16166,1077.73,10,178733.0,11.056105406408513,1,before 2022-09-04,churn_customer,2023-01-08,2022-09-04,127.0,19.0,18024.0,948.63,1.0,15.0,1520.0,101.3,0.9398132574566355
정두콩,2023-01-09,2022-09-07,125,18,112,6.22,1,3296.0,29.428571428571427,1,before 2022-09-04,churn_customer,2023-01-12,2022-09-06,129.0,19.0,184.0,9.68,4.0,0.0,0.0,0.0,0.7580304744552782
정리베,2023-01-20,2022-11-07,75,11,1690,153.64,253,28421.0,16.817159763313608,0,2022-11-07,mid_term,2023-01-20,2022-11-07,75.0,11.0,7476.0,679.64,773.0,0.0,0.0,0.0,0.012343869127406834
정민,2022-12-18,2022-11-08,41,6,3,0.5,2,35.0,11.666666666666666,1,before 2022-09-04,churn_customer,2023-01-07,2022-09-10,120.0,18.0,19.0,1.06,2.0,0.0,0.0,0.0,0.962456369782443
정밀추적,2022-09-12,2022-09-12,1,1,1,1.0,1,4.0,4.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9566317833553915
제로_,2023-01-20,2022-09-10,133,19,2093,110.16,122,29355.0,14.025322503583372,0,before 2022-09-04,long_term,2023-01-20,2022-09-10,133.0,19.0,7790.0,410.0,321.0,3.0,180.0,60.0,0.003193247774337074
제이나,2022-11-13,2022-11-13,1,1,2,2.0,2,9.0,4.5,1,2022-11-13,churn_customer,2022-11-13,2022-11-13,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.9546719298956845
조누니,2022-11-08,2022-11-07,2,1,54,54.0,54,496.0,9.185185185185183,1,2022-11-07,churn_customer,2022-11-16,2022-11-07,10.0,2.0,27.0,13.5,3.0,0.0,0.0,0.0,0.9953108460087075
조따,2022-11-08,2022-11-08,1,1,2,2.0,2,15.0,7.5,1,2022-11-08,churn_customer,2022-12-27,2022-12-25,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.9830948831610475
조이월,2022-10-16,2022-10-14,3,1,27,27.0,27,311.0,11.51851851851852,1,before 2022-09-04,churn_customer,2022-10-16,2022-10-14,3.0,1.0,27.0,27.0,27.0,0.0,0.0,0.0,0.9643184665511858
조잘조잘  비서,2022-11-17,2022-10-06,43,7,917,131.0,589,95610.0,104.2639040348964,1,2022-10-06,churn_customer,2023-01-18,2022-09-09,132.0,19.0,23.0,1.21,3.0,0.0,0.0,0.0,0.8630202417207712
조잘조잘_비서,2023-01-19,2022-11-17,64,10,508,50.8,40,36376.0,71.60629921259843,0,2022-11-17,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1803700216367554
죠물,2022-12-20,2022-10-06,76,11,906,82.36,110,13181.0,14.548565121412803,1,before 2022-09-04,churn_customer,2023-01-18,2022-09-06,135.0,20.0,685.0,34.25,9.0,2.0,40.0,20.0,0.923293317081341
죠야끼,2023-01-20,2022-09-21,122,18,1373,76.28,111,13972.0,10.176256372906046,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,2067.0,103.35,96.0,0.0,0.0,0.0,0.0381404174044084
주땃다,2022-12-16,2022-11-07,40,6,186,31.0,25,3901.0,20.97311827956989,1,2022-11-03,churn_customer,2022-12-31,2022-11-07,55.0,8.0,242.0,30.25,4.0,1.0,30.0,30.0,0.957454548816501
주비빔,2022-12-24,2022-10-09,77,11,367,33.36,15,5639.0,15.365122615803816,1,before 2022-09-04,churn_customer,2022-12-31,2022-10-09,84.0,12.0,549.0,45.75,3.0,0.0,0.0,0.0,0.9250134940015197
