user_nickname,last_celeb_chat_date,first_celeb_chat_date,celeb_chat_period,celeb_chat_week,celeb_chat_count,avg_celeb_chat,last_week_celeb_chat_count,celeb_chat_length,celeb_chat_avg_len,churn,celeb_joinus_date,celeb_type,last_fan_chat_date,first_fan_chat_date,fan_chat_period,fan_chat_week,fan_chat_count,avg_fan_chat,last_week_fan_chat_count,sticker_count,Total_sticker_sales,avg_sticker_price,churn_proba
미단이,2023-01-20,2022-09-06,137,20,2515,125.75,224,44135.0,17.548707753479125,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,5688.0,284.4,303.0,2.0,20.0,10.0,0.011944841326007285
미르_MIR,2023-01-20,2022-12-13,39,6,1283,213.83,214,22759.0,17.73889321901793,0,2022-12-13,mid_term,2023-01-20,2022-12-13,39.0,6.0,1357.0,226.17,277.0,2.0,70.0,35.0,0.019615796141882465
미아_,2023-01-03,2022-09-23,103,15,1217,81.13,12,30501.0,25.062448644207063,1,before 2022-09-04,churn_customer,2023-01-01,2022-09-23,101.0,15.0,1783.0,118.87,13.0,0.0,0.0,0.0,0.497090409581807
미온,2023-01-20,2022-11-02,80,12,1476,123.0,35,26976.0,18.276422764227643,0,2022-11-01,mid_term,2023-01-20,2022-11-02,80.0,12.0,2694.0,224.5,81.0,0.0,0.0,0.0,0.010044457711398745
미토네,2022-10-18,2022-10-18,1,1,5,5.0,5,58.0,11.6,1,2022-10-18,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584258820892959
민서공이,2023-01-09,2022-12-07,34,5,883,176.6,21,10292.0,11.655719139297847,1,2022-12-07,churn_customer,2023-01-20,2022-12-07,45.0,7.0,123.0,17.57,2.0,0.0,0.0,0.0,0.9718596700544301
민시,2022-11-21,2022-11-06,16,3,57,19.0,5,1414.0,24.80701754385965,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8260316908931956
민시아,2022-11-05,2022-11-02,4,1,5,5.0,5,100.0,20.0,1,2022-10-30,churn_customer,2022-12-01,2022-10-30,33.0,5.0,81.0,16.2,2.0,0.0,0.0,0.0,0.9804717567532663
민영이,2022-10-28,2022-10-28,1,1,2,2.0,2,11.0,5.5,1,2022-10-28,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9572804319149804
민지,2022-12-11,2022-10-31,42,6,7,1.17,2,448.0,64.0,1,before 2022-09-04,churn_customer,2022-12-09,2022-12-09,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.9755469356883418
민트경,2022-09-21,2022-09-21,1,1,9,9.0,9,101.0,11.22222222222222,1,before 2022-09-04,churn_customer,2022-09-21,2022-09-21,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.8845765438705432
민하룬_,2022-09-19,2022-09-04,16,3,97,32.33,25,1320.0,13.608247422680412,1,before 2022-09-04,churn_customer,2022-12-23,2022-09-04,111.0,16.0,149.0,9.31,1.0,1.0,100.0,100.0,0.9893906971561357
밈수리,2022-11-19,2022-09-04,77,11,1106,100.55,28,22044.0,19.93128390596745,1,before 2022-09-04,churn_customer,2022-11-20,2022-09-04,78.0,12.0,4050.0,337.5,80.0,7.0,226.0,32.3,0.7493613141862053
밍듀,2023-01-13,2022-09-07,129,19,20,1.05,7,971.0,48.55,0,before 2022-09-04,long_term,2023-01-15,2022-09-07,131.0,19.0,65.0,3.42,9.0,0.0,0.0,0.0,0.3071883986503868
밍디롱,2023-01-18,2022-09-08,133,19,1766,92.95,49,43432.0,24.59343148357871,0,before 2022-09-04,long_term,2023-01-18,2022-09-08,133.0,19.0,1608.0,84.63,60.0,0.0,0.0,0.0,0.00673446094150325
바나컁,2023-01-19,2022-12-20,31,5,40,8.0,36,664.0,16.6,0,before 2022-09-04,new_customer,2023-01-19,2022-12-23,28.0,4.0,32.0,8.0,29.0,0.0,0.0,0.0,0.32482372942764015
바베,2023-01-20,2022-11-21,61,9,326,36.22,5,6344.0,19.460122699386503,0,2022-11-21,mid_term,2023-01-20,2022-11-21,61.0,9.0,594.0,66.0,7.0,1.0,10.0,10.0,0.20898051849385432
바보새,2023-01-20,2023-01-07,14,2,1746,873.0,796,29891.0,17.11970217640321,0,2023-01-06,new_customer,2023-01-20,2023-01-07,14.0,2.0,2956.0,1478.0,1123.0,9.0,520.0,57.8,0.06162982372937118
바이에른 뮌헨,2022-12-27,2022-10-02,87,13,80,6.15,2,736.0,9.2,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575851803869649
박디라,2023-01-20,2022-12-13,39,6,387,64.5,23,4157.0,10.741602067183464,0,2022-12-11,mid_term,2023-01-20,2022-12-12,40.0,6.0,1011.0,168.5,49.0,1.0,35.0,35.0,0.0744829472220697
박별,2023-01-15,2022-12-01,46,7,683,97.57,11,8433.0,12.346998535871156,0,2022-11-17,mid_term,2023-01-15,2022-11-22,55.0,8.0,884.0,110.5,8.0,0.0,0.0,0.0,0.39819993810972554
박뽀양,2022-10-20,2022-09-18,33,5,86,17.2,2,2379.0,27.662790697674417,1,before 2022-09-04,churn_customer,2022-10-29,2022-09-18,42.0,6.0,96.0,16.0,1.0,0.0,0.0,0.0,0.9765666689701992
박옥자,2023-01-20,2022-09-21,122,18,6502,361.22,226,88211.0,13.566748692709936,0,before 2022-09-04,long_term,2023-01-20,2022-09-21,122.0,18.0,37897.0,2105.39,1206.0,7.0,409.0,58.4,0.025225782712269156
박주이,2022-12-21,2022-09-27,86,13,9,0.69,4,248.0,27.55555555555556,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9537488285274427
박틸다,2023-01-20,2022-09-04,139,20,1453,72.65,125,56573.0,38.935306262904334,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,4534.0,226.7,277.0,11.0,1660.0,150.9,0.006766880073933323
밤양갱,2023-01-20,2022-10-04,109,16,867,54.19,11,14578.0,16.814302191464822,0,2022-10-04,long_term,2023-01-20,2022-10-04,109.0,16.0,4320.0,270.0,88.0,25.0,250.0,10.0,0.034590707241428625
밤티(Bombty),2023-01-12,2023-01-10,3,1,4,4.0,4,70.0,17.5,1,2023-01-10,churn_customer,2023-01-12,2023-01-12,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.805266563627256
백곰파,2023-01-19,2022-09-07,135,20,1860,93.0,24,62836.0,33.78279569892473,0,before 2022-09-04,long_term,2023-01-20,2022-09-07,136.0,20.0,2343.0,117.15,25.0,477.0,15330.0,32.1,0.0679639160176539
백설양,2023-01-20,2023-01-09,12,2,315,157.5,184,6366.0,20.20952380952381,0,2023-01-08,new_customer,2023-01-20,2023-01-09,12.0,2.0,432.0,216.0,231.0,4.0,150.0,37.5,0.22704109529323074
백오105105,2023-01-18,2023-01-18,1,1,19,19.0,19,67.0,3.526315789473684,0,before 2022-09-04,new_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7957661375858398
백희,2022-12-19,2022-09-04,107,16,520,32.5,2,6835.0,13.14423076923077,1,before 2022-09-04,churn_customer,2023-01-03,2022-09-04,122.0,18.0,578.0,32.11,2.0,0.0,0.0,0.0,0.7342588927885515
벼담,2022-10-29,2022-09-25,35,5,787,157.4,28,10824.0,13.753494282083862,1,before 2022-09-04,churn_customer,2022-11-03,2022-09-25,40.0,6.0,1771.0,295.17,27.0,0.0,0.0,0.0,0.9478116633229264
보나,2023-01-20,2022-12-23,29,5,156,31.2,11,4936.0,31.64102564102564,0,2022-12-23,new_customer,2023-01-20,2022-12-23,29.0,5.0,424.0,84.8,40.0,6.0,845.0,140.8,0.0259265064463377
보미보미,2022-11-15,2022-11-15,1,1,2,2.0,2,36.0,18.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157664320911011
복찌,2022-11-15,2022-10-10,37,6,91,15.17,3,2104.0,23.12087912087912,1,2022-10-09,churn_customer,2022-12-19,2022-10-10,71.0,11.0,238.0,21.64,1.0,0.0,0.0,0.0,0.96182014060044
봄륭,2022-12-26,2022-09-08,110,16,710,44.38,51,8281.0,11.663380281690142,1,before 2022-09-04,churn_customer,2023-01-19,2022-09-06,136.0,20.0,810.0,40.5,23.0,2.0,40.0,20.0,0.5950365763526634
봄미,2023-01-18,2022-09-08,133,19,40,2.11,5,3874.0,96.85,0,before 2022-09-04,long_term,2023-01-18,2022-09-07,134.0,20.0,94.0,4.7,2.0,16.0,620.0,38.8,0.21891717424673623
봄삼월,2023-01-20,2022-09-04,139,20,6865,343.25,239,148315.0,21.604515659140567,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,7053.0,352.65,192.0,0.0,0.0,0.0,0.03436537689100758
봄체리,2022-10-31,2022-10-10,22,4,30,7.5,7,1344.0,44.8,1,before 2022-09-04,churn_customer,2022-10-31,2022-10-11,21.0,3.0,42.0,14.0,9.0,0.0,0.0,0.0,0.8372496644379153
블랙짱,2022-10-28,2022-10-28,1,1,7,7.0,7,36.0,5.142857142857143,1,2022-10-28,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664762431838012
블러스,2022-11-15,2022-09-07,70,10,3,0.3,2,29.0,9.666666666666666,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9701698992711707
블레이즈 김다원,2022-12-09,2022-10-17,54,8,146,18.25,2,1658.0,11.356164383561644,1,before 2022-09-04,churn_customer,2023-01-08,2022-10-17,84.0,12.0,2967.0,247.25,4.0,4.0,115.0,28.8,0.840097055613144
블레이즈 배성빈,2023-01-12,2022-10-17,88,13,172,13.23,17,3640.0,21.162790697674417,1,before 2022-09-04,churn_customer,2023-01-13,2022-10-17,89.0,13.0,2393.0,184.08,139.0,3.0,53.0,17.7,0.8436810372729664
블레이즈 유창현,2022-12-31,2022-10-17,76,11,100,9.09,2,1417.0,14.17,1,before 2022-09-04,churn_customer,2023-01-12,2022-10-17,88.0,13.0,2512.0,193.23,3.0,0.0,0.0,0.0,0.8883656166707505
블레이즈 최영훈,2023-01-01,2022-10-17,77,11,1309,119.0,5,17586.0,13.434682964094728,1,before 2022-09-04,churn_customer,2023-01-20,2022-10-17,96.0,14.0,16516.0,1179.71,20.0,2.0,110.0,55.0,0.8540669991982925
블레이즈X팬심M 팬미팅,2022-10-31,2022-10-13,19,3,205,68.33,60,9687.0,47.25365853658536,1,before 2022-09-04,churn_customer,2023-01-07,2022-10-13,87.0,13.0,480.0,36.92,1.0,1.0,10.0,10.0,0.974591569492046
비경,2022-12-24,2022-09-08,108,16,107,6.69,3,1458.0,13.626168224299066,1,before 2022-09-04,churn_customer,2022-11-24,2022-09-08,78.0,12.0,45.0,3.75,3.0,0.0,0.0,0.0,0.9321262201173298
비몽,2022-09-24,2022-09-08,17,3,26,8.67,7,312.0,12.0,1,before 2022-09-04,churn_customer,2022-09-29,2022-09-08,22.0,4.0,60.0,15.0,3.0,0.0,0.0,0.0,0.9929929300744337
비쥬,2022-10-30,2022-09-14,47,7,370,52.86,38,8168.0,22.07567567567568,1,before 2022-09-04,churn_customer,2022-10-30,2022-09-14,47.0,7.0,463.0,66.14,66.0,0.0,0.0,0.0,0.500632157815188
비토,2022-09-20,2022-09-04,17,3,226,75.33,61,3499.0,15.482300884955752,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8221913089840978
비토Vito,2022-10-31,2022-09-21,41,6,604,100.67,4,6609.0,10.94205298013245,1,before 2022-09-04,churn_customer,2022-11-02,2022-09-04,60.0,9.0,505.0,56.11,3.0,0.0,0.0,0.0,0.8761828232145168
빈서아,2023-01-20,2022-09-14,129,19,9146,481.37,453,136982.0,14.97725781762519,0,before 2022-09-04,long_term,2023-01-20,2022-09-14,129.0,19.0,22068.0,1161.47,809.0,1.0,35.0,35.0,0.10908320326010575
빈혜뉴나랑유나몽블루베리,2022-12-25,2022-12-21,5,1,56,56.0,56,371.0,6.625,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9079035402824669
빰므,2023-01-20,2022-10-30,83,12,271,22.58,11,3498.0,12.907749077490775,0,before 2022-09-04,mid_term,2023-01-20,2022-09-04,139.0,20.0,461.0,23.05,11.0,20.0,2018.0,100.9,0.10672100846734957
빼빼로 이벤트방,2022-11-09,2022-10-19,22,4,22,5.5,5,1828.0,83.0909090909091,1,2022-10-19,churn_customer,2022-11-03,2022-11-03,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.9594261616638966
뽀린걸,2023-01-20,2022-09-04,139,20,658,32.9,14,18916.0,28.74772036474164,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,1658.0,82.9,30.0,0.0,0.0,0.0,0.022616601714422313
뽀순,2023-01-18,2023-01-18,1,1,2,2.0,2,35.0,17.5,0,2023-01-13,new_customer,2023-01-18,2023-01-18,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6373289599996318
뿅아가,2022-10-21,2022-10-21,1,1,8,8.0,8,86.0,10.75,1,before 2022-09-04,churn_customer,2022-10-21,2022-10-21,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.906315440412052
뿌노노,2022-12-24,2022-12-24,1,1,1,1.0,1,17.0,17.0,1,before 2022-09-04,churn_customer,2022-12-12,2022-09-08,96.0,14.0,30.0,2.14,2.0,0.0,0.0,0.0,0.9659093029916459
사뚜,2023-01-16,2023-01-09,8,2,6,3.0,3,27.0,4.5,0,2022-12-16,new_customer,2023-01-10,2023-01-09,2.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.6924433260347986
사막이여우,2022-10-19,2022-10-19,1,1,1,1.0,1,8.0,8.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746622709684013
사악이,2022-10-19,2022-10-10,10,2,226,113.0,38,5888.0,26.053097345132745,1,2022-10-09,churn_customer,2022-12-11,2022-10-09,64.0,10.0,593.0,59.3,1.0,0.0,0.0,0.0,0.9839442119652697
삼시오,2023-01-20,2022-12-31,21,3,263,87.67,43,5217.0,19.83650190114069,0,2022-12-31,new_customer,2023-01-20,2022-12-31,21.0,3.0,419.0,139.67,70.0,3.0,53.0,17.7,0.048001586233878596
새담,2023-01-05,2022-11-27,40,6,85,14.17,17,3121.0,36.71764705882353,1,before 2022-09-04,churn_customer,2023-01-06,2022-09-04,125.0,18.0,3842.0,213.44,94.0,2.0,60.0,30.0,0.8753372642338553
샤메이シャメイ,2023-01-20,2022-09-04,139,20,886,44.3,57,27529.0,31.07110609480813,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,2412.0,120.6,112.0,2.0,43.0,21.5,0.03814003686563738
샤버블,2023-01-09,2022-09-04,128,19,38,2.0,1,467.0,12.289473684210526,1,before 2022-09-04,churn_customer,2023-01-11,2022-09-04,130.0,19.0,19.0,1.0,2.0,0.0,0.0,0.0,0.9649390388366579
서2,2023-01-20,2022-11-21,61,9,3994,443.78,530,70853.0,17.739859789684527,0,2022-11-21,mid_term,2023-01-20,2022-11-21,61.0,9.0,5535.0,615.0,780.0,0.0,0.0,0.0,0.11100828096719584
서려니,2022-11-21,2022-11-09,13,2,61,30.5,39,459.0,7.524590163934426,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9779624882886062
서리,2022-10-24,2022-09-04,51,8,71,8.88,41,694.0,9.774647887323944,1,before 2022-09-04,churn_customer,2022-10-24,2022-09-04,51.0,8.0,81.0,10.12,68.0,0.0,0.0,0.0,0.7196127685178826
서울스트리밍스테이션,2022-12-27,2022-12-27,1,1,1,1.0,1,2.0,2.0,1,before 2022-09-04,churn_customer,2023-01-06,2022-12-27,11.0,2.0,5.0,2.5,1.0,0.0,0.0,0.0,0.950843379741461
서테린,2023-01-20,2022-10-21,92,14,1430,102.14,77,48760.0,34.0979020979021,0,2022-10-21,mid_term,2023-01-20,2022-10-21,92.0,14.0,1501.0,107.21,98.0,0.0,0.0,0.0,0.0043817318001915665
석피디,2022-12-26,2022-11-08,49,7,81,11.57,22,2312.0,28.54320987654321,1,before 2022-09-04,churn_customer,2022-12-28,2022-11-20,39.0,6.0,110.0,18.33,25.0,0.0,0.0,0.0,0.9297239000986587
선드,2022-12-05,2022-12-05,1,1,1,1.0,1,4.0,4.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9566317833553915
설사탕,2023-01-20,2022-10-24,89,13,222,17.08,19,8472.0,38.16216216216216,0,before 2022-09-04,mid_term,2023-01-20,2022-10-24,89.0,13.0,573.0,44.08,63.0,0.0,0.0,0.0,0.048716711637847236
설에니,2022-10-29,2022-09-15,45,7,133,19.0,1,3158.0,23.74436090225564,1,before 2022-09-04,churn_customer,2022-12-27,2022-09-15,104.0,15.0,197.0,13.13,1.0,0.0,0.0,0.0,0.9677377611861142
설채이_,2022-10-05,2022-09-04,32,5,80,16.0,10,1285.0,16.0625,1,before 2022-09-04,churn_customer,2022-11-09,2022-09-04,67.0,10.0,95.0,9.5,1.0,0.0,0.0,0.0,0.979803509545125
세나냥,2022-10-24,2022-10-22,3,1,136,136.0,136,1962.0,14.426470588235292,1,2022-10-22,churn_customer,2022-10-24,2022-10-22,3.0,1.0,119.0,119.0,119.0,0.0,0.0,0.0,0.7176403640021668
세냐,2022-10-18,2022-10-18,1,1,6,6.0,6,44.0,7.333333333333333,1,2022-10-18,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9768578827458521
세요빔,2022-09-30,2022-09-20,11,2,19,9.5,9,431.0,22.68421052631579,1,before 2022-09-04,churn_customer,2022-12-12,2022-09-16,88.0,13.0,40.0,3.08,3.0,0.0,0.0,0.0,0.9961508815185736
셀럽민지,2022-10-20,2022-10-17,4,1,40,40.0,40,390.0,9.75,1,2022-10-17,churn_customer,2022-10-18,2022-10-17,2.0,1.0,29.0,29.0,29.0,0.0,0.0,0.0,0.9695635293595382
셔터,2022-12-06,2022-11-29,8,2,15,7.5,4,168.0,11.2,1,2022-11-29,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826706291746425
소미도니 somidony,2023-01-17,2022-11-28,51,8,205,25.62,17,4339.0,21.165853658536584,0,2022-11-10,mid_term,2023-01-18,2022-11-28,52.0,8.0,280.0,35.0,23.0,0.0,0.0,0.0,0.03981548365711104
소미융,2022-10-29,2022-10-19,11,2,116,58.0,57,1344.0,11.586206896551724,1,2022-10-19,churn_customer,2022-10-29,2022-10-19,11.0,2.0,83.0,41.5,37.0,0.0,0.0,0.0,0.8432027722166847
소봄,2023-01-02,2022-12-01,33,5,113,22.6,8,2418.0,21.398230088495577,1,before 2022-09-04,churn_customer,2023-01-02,2022-12-01,33.0,5.0,156.0,31.2,8.0,6.0,1195.0,199.2,0.7780829230909392
소소와플,2022-09-07,2022-09-05,3,1,2,2.0,2,49.0,24.5,1,before 2022-09-04,churn_customer,2022-09-04,2022-09-04,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9795919717873567
소시지,2022-11-07,2022-09-19,50,8,16,2.0,3,189.0,11.8125,1,before 2022-09-04,churn_customer,2022-11-11,2022-09-19,54.0,8.0,17.0,2.12,5.0,0.0,0.0,0.0,0.9170273679638551
소연이__,2023-01-20,2022-09-14,129,19,595,31.32,18,18021.0,30.287394957983192,0,before 2022-09-04,long_term,2023-01-20,2022-09-14,129.0,19.0,2049.0,107.84,76.0,13.0,300.0,23.1,0.016233625511755844
소연화,2023-01-09,2022-11-06,65,10,35,3.5,1,984.0,28.11428571428572,1,2022-11-01,churn_customer,2023-01-09,2022-11-06,65.0,10.0,24.0,2.4,1.0,1.0,100.0,100.0,0.9925825273469163
소이루,2022-12-21,2022-11-21,31,5,28,5.6,13,389.0,13.892857142857142,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8915801237360786
소풍왔니,2023-01-20,2022-09-24,119,17,1914,112.59,53,25595.0,13.37251828631139,0,before 2022-09-04,long_term,2023-01-20,2022-09-24,119.0,17.0,17975.0,1057.35,499.0,7.0,1403.0,200.4,0.004699790819976341
소희르,2023-01-20,2022-09-04,139,20,1110,55.5,26,22794.0,20.53513513513513,0,before 2022-09-04,long_term,2023-01-20,2022-09-04,139.0,20.0,2276.0,113.8,82.0,10.0,1310.0,131.0,0.0038690672723108856
손끝을스치는바람,2022-10-16,2022-10-16,1,1,4,4.0,4,10.0,2.5,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267446052578033
솜,2022-11-04,2022-09-15,51,8,1056,132.0,214,17097.0,16.19034090909091,1,before 2022-09-04,churn_customer,2022-11-04,2022-09-15,51.0,8.0,2365.0,295.62,326.0,1.0,50.0,50.0,0.7548115267182325
솜버,2022-09-23,2022-09-08,16,3,10,3.33,6,344.0,34.4,1,before 2022-09-04,churn_customer,2022-09-23,2022-09-08,16.0,3.0,17.0,5.67,10.0,0.0,0.0,0.0,0.799896950091609
솜살랑,2023-01-10,2022-09-05,128,19,104,5.47,4,3306.0,31.78846153846154,1,before 2022-09-04,churn_customer,2023-01-15,2022-09-05,133.0,19.0,296.0,15.58,15.0,2.0,100.0,50.0,0.8192326870304929
숑아,2023-01-20,2022-09-06,137,20,2349,117.45,95,27136.0,11.552149851000426,0,before 2022-09-04,long_term,2023-01-20,2022-09-06,137.0,20.0,15292.0,764.6,618.0,10.0,300.0,30.0,0.0054160650307002135
수인수인,2023-01-20,2022-11-09,73,11,960,87.27,139,11179.0,11.644791666666666,0,2022-11-09,mid_term,2023-01-20,2022-11-09,73.0,11.0,1434.0,130.36,185.0,4.0,220.0,55.0,0.0827415340994702
순망m,2022-09-14,2022-09-04,11,2,2,1.0,1,8.0,4.0,1,before 2022-09-04,churn_customer,2022-11-30,2022-09-14,78.0,12.0,3.0,0.25,1.0,0.0,0.0,0.0,0.965276728761801
순찰대,2022-12-20,2022-12-14,7,1,28,28.0,28,269.0,9.607142857142858,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444915344421361
슈예나,2022-10-16,2022-10-14,3,1,82,82.0,82,1019.0,12.426829268292684,1,before 2022-09-04,churn_customer,2022-10-16,2022-09-04,43.0,7.0,980.0,140.0,370.0,0.0,0.0,0.0,0.5536272410807985
스칼렛 언니❤️,2023-01-20,2022-11-12,70,10,842,84.2,7,35258.0,41.87410926365796,0,2022-11-12,mid_term,2023-01-20,2022-11-12,70.0,10.0,1988.0,198.8,31.0,1.0,10.0,10.0,0.10242569679735881
승연,2023-01-07,2022-12-07,32,5,700,140.0,6,8022.0,11.46,1,2022-12-07,churn_customer,2022-12-29,2022-12-07,23.0,4.0,63.0,15.75,5.0,0.0,0.0,0.0,0.9221197016346281
승욱이,2023-01-20,2023-01-18,3,1,6,6.0,6,40.0,6.666666666666667,0,2023-01-05,new_customer,2023-01-20,2023-01-18,3.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,0.6057771670812044
시니3,2022-12-07,2022-09-21,78,12,171,14.25,19,1347.0,7.87719298245614,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8545867092556411
시안.,2022-12-28,2022-12-26,3,1,3,3.0,3,96.0,32.0,1,2022-12-23,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9273106195664833
시지,2022-10-14,2022-09-12,33,5,39,7.8,4,477.0,12.23076923076923,1,2022-09-09,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9208489853365343
시혜,2023-01-19,2022-11-03,78,12,104,8.67,4,3314.0,31.865384615384617,0,before 2022-09-04,mid_term,2023-01-19,2022-09-04,138.0,20.0,185.0,9.25,6.0,0.0,0.0,0.0,0.08698456937812007
써닌장,2023-01-13,2022-11-23,52,8,153,19.12,10,5058.0,33.05882352941177,0,before 2022-09-04,mid_term,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782265019148799
쎄랑,2023-01-16,2022-12-29,19,3,85,28.33,1,1228.0,14.447058823529412,0,2022-11-10,new_customer,2023-01-16,2022-12-27,21.0,3.0,216.0,72.0,6.0,1.0,10.0,10.0,0.2992927606165281
씽구,2023-01-20,2022-12-28,24,4,61,15.25,2,4671.0,76.57377049180327,0,2022-12-28,new_customer,2023-01-20,2022-12-28,24.0,4.0,67.0,16.75,4.0,3.0,95.0,31.7,0.21841723562492904
아노,2023-01-01,2022-11-22,41,6,1094,182.33,122,21050.0,19.241316270566728,1,2022-11-22,churn_customer,2023-01-15,2022-11-22,55.0,8.0,2380.0,297.5,4.0,1.0,20.0,20.0,0.9450801152424453
아라7,2022-11-21,2022-09-05,78,12,117,9.75,1,3302.0,28.22222222222222,1,before 2022-09-04,churn_customer,2022-12-24,2022-09-04,112.0,16.0,291.0,18.19,1.0,17.0,1236.0,72.7,0.953964225094377
아로,2023-01-13,2022-10-20,86,13,151,11.62,1,3328.0,22.039735099337747,0,2022-10-18,mid_term,2023-01-06,2022-11-15,53.0,8.0,2.0,0.25,1.0,0.0,0.0,0.0,0.37451501296305256
아른님,2023-01-19,2022-12-09,42,6,116,19.33,29,2224.0,19.17241379310345,0,before 2022-09-04,mid_term,2023-01-20,2022-09-14,129.0,19.0,190.0,10.0,37.0,0.0,0.0,0.0,0.3576485409690332
아리엘,2022-12-16,2022-12-16,1,1,1,1.0,1,5.0,5.0,1,2022-12-16,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633151543285419
아메아토 아키라,2022-11-23,2022-10-10,45,7,90,12.86,6,2070.0,23.0,1,2022-10-10,churn_customer,2022-12-09,2022-10-10,61.0,9.0,208.0,23.11,1.0,0.0,0.0,0.0,0.9502810824664127
아봉둥이,2023-01-16,2023-01-16,1,1,1,1.0,1,103.0,103.0,0,before 2022-09-04,new_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705576496493847
아비넴,2022-09-25,2022-09-25,1,1,1,1.0,1,5.0,5.0,1,before 2022-09-04,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9633151543285419
아이우라 쿄코•Aiura Kyouko,2023-01-01,2023-01-01,1,1,1,1.0,1,13.0,13.0,1,2022-12-17,churn_customer,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347766639765653
아잉츄,2023-01-15,2023-01-11,5,1,2,2.0,2,800.0,400.0,0,before 2022-09-04,new_customer,2023-01-18,2023-01-06,13.0,2.0,26.0,13.0,13.0,1.0,10.0,10.0,0.4117295866446878
아지수,2023-01-20,2022-10-21,92,14,783,55.93,35,19666.0,25.11621966794381,0,2022-10-21,mid_term,2023-01-20,2022-10-21,92.0,14.0,1899.0,135.64,57.0,0.0,0.0,0.0,0.055003533282340165
아톰,2023-01-19,2022-09-04,138,20,4740,237.0,8,84265.0,17.77742616033755,0,before 2022-09-04,long_term,2023-01-19,2022-09-04,138.0,20.0,7911.0,395.55,20.0,43.0,1414.0,32.9,0.14800371305898272
악질트순이,2022-10-18,2022-09-09,40,6,28,4.67,2,129.0,4.607142857142857,1,before 2022-09-04,churn_customer,2022-11-01,2022-09-05,58.0,9.0,53.0,5.89,2.0,0.0,0.0,0.0,0.9823402731408406
